"TT_UDKakugoC80-M.ttf";10;False;False;0;1;1;1
32;338;467;1;15;5;0
33;170;467;4;15;5;1
34;7;467;5;15;5;0
35;442;452;6;15;5;0
36;463;452;6;15;5;0
37;449;452;6;15;5;0
38;267;452;6;15;5;0
39;220;467;4;15;5;0
40;210;467;4;15;5;2
41;195;467;4;15;5;0
42;183;452;6;15;5;0
43;176;452;6;15;5;0
44;185;467;4;15;5;0
45;162;452;6;15;5;0
46;315;467;3;15;5;0
47;148;452;6;15;5;0
48;141;452;6;15;5;0
49;165;467;4;15;5;1
50;127;452;6;15;5;0
51;120;452;6;15;5;0
52;113;452;6;15;5;0
53;106;452;6;15;5;0
54;99;452;6;15;5;0
55;92;452;6;15;5;0
56;85;452;6;15;5;0
57;78;452;6;15;5;0
58;145;467;4;15;5;1
59;130;467;4;15;5;1
60;57;452;6;15;5;0
61;50;452;6;15;5;0
62;43;452;6;15;5;0
63;36;452;6;15;5;0
64;29;452;6;15;5;0
65;22;452;6;15;5;0
66;15;452;6;15;5;0
67;8;452;6;15;5;0
68;1;452;6;15;5;0
69;500;437;6;15;5;0
70;493;437;6;15;5;0
71;486;437;6;15;5;0
72;479;437;6;15;5;0
73;333;467;2;15;5;2
74;85;467;5;15;5;0
75;458;437;6;15;5;0
76;451;437;6;15;5;0
77;444;437;6;15;5;0
78;437;437;6;15;5;0
79;430;437;6;15;5;0
80;423;437;6;15;5;0
81;416;437;6;15;5;0
82;409;437;6;15;5;0
83;402;437;6;15;5;0
84;395;437;6;15;5;0
85;388;437;6;15;5;0
86;381;437;6;15;5;0
87;374;437;6;15;5;0
88;367;437;6;15;5;0
89;360;437;6;15;5;0
90;353;437;6;15;5;0
91;507;437;4;15;5;2
92;339;437;6;15;5;0
93;290;467;4;15;5;0
94;507;452;4;15;5;1
95;318;437;6;15;5;0
96;115;467;4;15;5;2
97;304;437;6;15;5;0
98;297;437;6;15;5;0
99;290;437;6;15;5;0
100;283;437;6;15;5;0
101;276;437;6;15;5;0
102;120;467;4;15;5;1
103;262;437;6;15;5;0
104;255;437;6;15;5;0
105;150;467;4;15;5;1
106;155;467;4;15;5;1
107;234;437;6;15;5;0
108;330;467;2;15;5;2
109;220;437;6;15;5;0
110;456;452;6;15;5;0
111;206;437;6;15;5;0
112;199;437;6;15;5;0
113;192;437;6;15;5;0
114;160;467;4;15;5;1
115;213;437;6;15;5;0
116;49;467;5;15;5;0
117;248;437;6;15;5;0
118;325;437;6;15;5;0
119;332;437;6;15;5;0
120;64;452;6;15;5;0
121;71;452;6;15;5;0
122;197;452;6;15;5;0
123;190;467;4;15;5;2
124;327;467;2;15;5;2
125;205;467;4;15;5;0
126;25;467;5;15;4;0
160;0;1;1;15;0;0
180;215;467;4;15;8;3
183;323;467;3;15;2;0
215;57;437;7;15;8;1
969;1;437;7;15;8;1
8213;1;272;9;15;8;0
8217;319;467;3;15;8;0
8220;13;467;5;15;8;4
8221;1;467;5;15;8;0
8230;451;257;9;15;8;0
8592;441;257;9;15;8;0
8593;288;452;6;15;8;2
8594;431;257;9;15;8;0
8595;295;452;6;15;8;2
8704;411;257;9;15;8;0
9651;401;257;9;15;8;0
