"TT_UDKakugoC80-M.ttf";14;False;False;0;1;1;1
32;680;402;1;20;7;0
33;633;402;4;20;7;2
34;145;402;7;20;7;0
35;870;382;8;20;7;0
36;861;382;8;20;7;0
37;825;382;8;20;7;0
38;699;382;8;20;7;0
39;539;402;5;20;7;0
40;533;402;5;20;7;3
41;515;402;5;20;7;0
42;564;382;8;20;7;0
43;555;382;8;20;7;0
44;509;402;5;20;7;0
45;537;382;8;20;7;0
46;648;402;4;20;7;0
47;519;382;8;20;7;0
48;465;382;8;20;7;0
49;587;402;5;20;7;1
50;438;382;8;20;7;0
51;357;382;8;20;7;0
52;321;382;8;20;7;0
53;267;382;8;20;7;0
54;213;382;8;20;7;0
55;225;402;7;20;7;1
56;186;382;8;20;7;0
57;168;382;8;20;7;0
58;673;402;4;20;7;2
59;497;402;5;20;7;1
60;141;382;8;20;7;0
61;132;382;8;20;7;0
62;258;382;8;20;7;0
63;339;382;8;20;7;0
64;969;382;8;20;7;0
65;55;402;8;20;7;0
66;960;382;8;20;7;0
67;780;382;8;20;7;0
68;726;382;8;20;7;0
69;241;402;7;20;7;1
70;273;402;7;20;7;1
71;285;382;8;20;7;0
72;492;382;8;20;7;0
73;668;402;4;20;7;2
74;467;402;5;20;7;1
75;265;402;7;20;7;1
76;185;402;7;20;7;1
77;636;382;8;20;7;0
78;762;382;8;20;7;0
79;771;382;8;20;7;0
80;789;382;8;20;7;0
81;807;382;8;20;7;0
82;879;382;8;20;7;0
83;888;382;8;20;7;0
84;978;382;8;20;7;0
85;1005;382;8;20;7;0
86;64;402;8;20;7;0
87;987;382;8;20;7;0
88;951;382;8;20;7;0
89;942;382;8;20;7;0
90;933;382;8;20;7;0
91;581;402;5;20;7;3
92;897;382;8;20;7;0
93;575;402;5;20;7;0
94;383;402;6;20;7;1
95;834;382;8;20;7;0
96;563;402;5;20;7;3
97;105;402;7;20;7;0
98;113;402;7;20;7;1
99;137;402;7;20;7;0
100;153;402;7;20;7;0
101;708;382;8;20;7;0
102;369;402;6;20;7;1
103;672;382;8;20;7;0
104;663;382;8;20;7;0
105;663;402;4;20;7;2
106;527;402;5;20;7;1
107;257;402;7;20;7;1
108;658;402;4;20;7;2
109;591;382;8;20;7;0
110;582;382;8;20;7;0
111;546;382;8;20;7;0
112;297;402;7;20;7;1
113;201;402;7;20;7;0
114;449;402;5;20;7;2
115;418;402;6;20;7;1
116;411;402;6;20;7;1
117;429;382;8;20;7;0
118;420;382;8;20;7;0
119;411;382;8;20;7;0
120;393;382;8;20;7;0
121;384;382;8;20;7;0
122;366;382;8;20;7;0
123;431;402;5;20;7;3
124;653;402;4;20;7;2
125;437;402;5;20;7;0
126;362;402;6;20;6;0
160;0;1;1;20;0;0
180;455;402;5;20;11;4
183;643;402;4;20;3;0
215;122;382;9;20;11;2
969;629;362;10;20;11;1
8213;379;22;13;20;11;0
8217;638;402;4;20;11;0
8220;334;402;6;20;11;6
8221;327;402;6;20;11;0
8230;53;322;12;20;11;0
8592;963;302;12;20;11;0
8593;222;382;8;20;11;2
8594;924;302;12;20;11;0
8595;204;382;8;20;11;2
8704;706;362;10;20;11;1
9651;781;302;12;20;11;0
9733;533;22;13;20;11;0
9834;102;382;9;20;11;2
9839;92;382;9;20;11;2
12288;678;402;1;20;11;0
12289;461;402;5;20;11;0
12290;397;402;6;20;11;0
12293;49;362;11;20;11;0
12300;473;402;5;20;11;7
12301;479;402;5;20;11;0
12302;491;402;5;20;11;7
12303;320;402;6;20;11;0
12353;849;362;10;20;11;1
12354;14;302;12;20;11;0
12355;882;362;10;20;11;1
12356;972;342;11;20;11;1
12357;904;362;10;20;11;1
12358;915;362;10;20;11;1
12359;948;362;10;20;11;1
12360;833;282;12;20;11;0
12361;936;342;11;20;11;1
12362;703;282;12;20;11;0
12363;664;282;12;20;11;0
12364;841;22;13;20;11;0
12365;337;362;11;20;11;1
12366;625;282;12;20;11;1
12367;992;362;10;20;11;1
12368;924;342;11;20;11;1
12369;960;342;11;20;11;1
12370;209;282;12;20;11;1
12371;926;362;10;20;11;1
12372;144;282;12;20;11;1
12373;61;362;11;20;11;1
12374;729;262;12;20;11;1
12375;761;362;10;20;11;2
12376;750;362;10;20;11;2
12377;625;262;12;20;11;0
12378;15;42;13;20;11;0
12379;612;262;12;20;11;0
12380;43;42;13;20;11;0
12381;573;262;12;20;11;0
12382;443;262;12;20;11;0
12383;417;262;12;20;11;0
12384;99;42;13;20;11;0
12385;85;362;11;20;11;1
12386;365;262;12;20;11;1
12387;728;362;10;20;11;1
12388;222;262;12;20;11;0
12389;169;42;13;20;11;0
12390;209;262;12;20;11;0
12391;197;42;13;20;11;0
12392;717;362;10;20;11;1
12393;105;262;12;20;11;1
12394;79;262;12;20;11;0
12395;121;362;11;20;11;1
12396;53;262;12;20;11;0
12397;281;42;13;20;11;0
12398;27;262;12;20;11;0
12399;1;262;12;20;11;1
12400;133;362;11;20;11;1
12401;157;362;11;20;11;1
12402;846;242;12;20;11;1
12403;365;42;13;20;11;0
12404;755;242;12;20;11;0
12405;742;242;12;20;11;0
12406;407;42;13;20;11;0
12407;421;42;13;20;11;0
12408;703;242;12;20;11;0
12409;677;242;12;20;11;0
12410;664;242;12;20;11;0
12411;169;362;11;20;11;1
12412;181;362;11;20;11;1
12413;193;362;11;20;11;1
12414;229;362;11;20;11;1
12415;533;42;13;20;11;0
12416;586;242;12;20;11;0
12417;482;242;12;20;11;0
12418;253;362;11;20;11;1
12419;563;362;10;20;11;1
12420;417;242;12;20;11;0
12421;552;362;10;20;11;1
12422;378;242;12;20;11;0
12423;541;362;10;20;11;1
12424;300;242;12;20;11;0
12425;265;362;11;20;11;1
12426;112;382;9;20;11;2
12427;131;242;12;20;11;0
12428;715;42;13;20;11;0
12429;105;242;12;20;11;0
12430;508;362;10;20;11;1
12431;40;242;12;20;11;0
12432;27;242;12;20;11;0
12433;785;42;13;20;11;0
12434;976;222;12;20;11;0
12435;963;222;12;20;11;0
12443;503;402;5;20;11;0
12444;628;402;4;20;11;0
12449;486;362;10;20;11;1
12450;859;222;12;20;11;0
12451;475;362;10;20;11;1
12452;755;222;12;20;11;0
12453;82;382;9;20;11;2
12454;970;362;10;20;11;1
12455;453;362;10;20;11;1
12456;703;222;12;20;11;0
12457;442;362;10;20;11;1
12458;664;222;12;20;11;0
12459;361;362;11;20;11;0
12460;1009;42;13;20;11;0
12461;638;222;12;20;11;0
12462;15;62;13;20;11;0
12463;625;222;12;20;11;0
12464;43;62;13;20;11;0
12465;534;222;12;20;11;0
12466;71;62;13;20;11;0
