"KH-Dot-Kagurazaka-12.ttf";12;False;False;0;0;1;1
32;938;338;7;16;6;0
33;930;338;7;16;6;0
34;922;338;7;16;6;0
35;914;338;7;16;6;0
36;906;338;7;16;6;0
37;898;338;7;16;6;0
38;890;338;7;16;6;0
39;882;338;7;16;6;0
40;874;338;7;16;6;0
41;866;338;7;16;6;0
42;858;338;7;16;6;0
43;850;338;7;16;6;0
44;842;338;7;16;6;0
45;834;338;7;16;6;0
46;826;338;7;16;6;0
47;818;338;7;16;6;0
48;810;338;7;16;6;0
49;802;338;7;16;6;0
50;794;338;7;16;6;0
51;786;338;7;16;6;0
52;778;338;7;16;6;0
53;770;338;7;16;6;0
54;762;338;7;16;6;0
55;754;338;7;16;6;0
56;746;338;7;16;6;0
57;738;338;7;16;6;0
58;730;338;7;16;6;0
59;722;338;7;16;6;0
60;714;338;7;16;6;0
61;706;338;7;16;6;0
62;698;338;7;16;6;0
63;690;338;7;16;6;0
64;682;338;7;16;6;0
65;674;338;7;16;6;0
66;666;338;7;16;6;0
67;658;338;7;16;6;0
68;650;338;7;16;6;0
69;642;338;7;16;6;0
70;634;338;7;16;6;0
71;626;338;7;16;6;0
72;618;338;7;16;6;0
73;610;338;7;16;6;0
74;602;338;7;16;6;0
75;594;338;7;16;6;0
76;586;338;7;16;6;0
77;578;338;7;16;6;0
78;570;338;7;16;6;0
79;562;338;7;16;6;0
80;554;338;7;16;6;0
81;546;338;7;16;6;0
82;538;338;7;16;6;0
83;530;338;7;16;6;0
84;522;338;7;16;6;0
85;514;338;7;16;6;0
86;506;338;7;16;6;0
87;498;338;7;16;6;0
88;490;338;7;16;6;0
89;482;338;7;16;6;0
90;474;338;7;16;6;0
91;466;338;7;16;6;0
92;458;338;7;16;6;0
93;450;338;7;16;6;0
94;442;338;7;16;6;0
95;434;338;7;16;6;0
96;426;338;7;16;6;0
97;418;338;7;16;6;0
98;410;338;7;16;6;0
99;402;338;7;16;6;0
100;394;338;7;16;6;0
101;386;338;7;16;6;0
102;378;338;7;16;6;0
103;370;338;7;16;6;0
104;362;338;7;16;6;0
105;354;338;7;16;6;0
106;346;338;7;16;6;0
107;338;338;7;16;6;0
108;330;338;7;16;6;0
109;322;338;7;16;6;0
110;314;338;7;16;6;0
111;306;338;7;16;6;0
112;298;338;7;16;6;0
113;290;338;7;16;6;0
114;282;338;7;16;6;0
115;274;338;7;16;6;0
116;266;338;7;16;6;0
117;258;338;7;16;6;0
118;250;338;7;16;6;0
119;242;338;7;16;6;0
120;234;338;7;16;6;0
121;226;338;7;16;6;0
122;218;338;7;16;6;0
123;210;338;7;16;6;0
124;202;338;7;16;6;0
125;194;338;7;16;6;0
126;0;1;1;16;0;0
160;178;338;7;16;6;0
180;125;338;12;16;12;0
183;0;1;1;16;0;0
